text,category
I am going to launch my new project.,motivated
I am going to launch my new masterpiece.,motivated
I am going to submit my new assignment.,motivated
I am going to publish my new paper.,motivated
I am going to launch my new work.,motivated
I am going to launch my new design.,motivated
I am going to launch my new concepts.,motivated
I am going to launch my new strategies.,motivated
Do not protest against anyone.,motivated
Do not protest against seniors. ,motivated
I’ll claim damages.,motivated
I have right to claim damages.,motivated
I have full authority to claim damages.,motivated
I am ready for my interview.,motivated
I’ll pass my interview.,motivated
I have strong experience to conduct an interview.,motivated
I have strong experience to take an interview.,motivated
I do not need relief.,motivated
I have no concern to say anything.,motivated
I hate drugs.,motivated
I have learnt basics about animation.,motivated
I have learnt basic about programming.,motivated
I have learnt basic about designing.,motivated
I have learnt the basic.,motivated
I can improve my professional prospects. ,motivated
I am economically prosperous.,motivated
I have learnt about economic prosperity.,motivated
I have learnt about my loopholes.,motivated
I am ready to use my talent.,motivated
I am ready to use my extra ordinary skills.,motivated
I am ready to use my covert logics in exam.,motivated
Do not think about negative prospects.,motivated
Do not think about negative outcomes.,motivated
Do not think about negative results.,motivated
I am not jealous.,motivated
Try to face your fear.,motivated
Try to face your anxiety.,motivated
Try to face your hurdles.,motivated
Try to face your bad thoughts.,motivated
Try to face your obsession. ,motivated
I do not want to do battle with you.,motivated
Do not fight with anyone.,motivated
I always read inspirational stories.,motivated
I always read inspirational stuff.,motivated
I always keep myself away from problems and stress.,motivated
I cannot do such shit in my life.,motivated
I cannot do such things.,motivated
I’ll do everything to achieve my goals. ,motivated
I’ll do everything to achieve my ambitions.,motivated
I do not want to break your heart.,motivated
I have no attention problems.,motivated
I have no attention issues.,motivated
I have good attentions.,motivated
I focus on the subject.,motivated
I have a caring personality.,motivated
I care about myself.,motivated
I care about my studies.,motivated
I care of my family.,motivated
Stop thinking less of yourself.,motivated
Do not replace it.,motivated
I really want to like this show.,motivated
Calm down please.,motivated
Cool down please.,motivated
I am a graduated.,motivated
I do not want to give up.,motivated
I sum up perfectly.,motivated
I have explained well enough. ,motivated
True love is always real.,motivated
I need to get away from the craziness.,motivated
I want to keep away myself from the craziness.,motivated
It is motivational story of courage.,motivated
Just take a look and read it.,motivated
Just take a look and remember it,motivated
I have just hope.,motivated
I am physically motivated.,motivated
I want to start my life once again. ,motivated
I want to start my life again.,motivated
I want to start it again.,motivated
Greediness is not good.,motivated
Greed is not good.,motivated
I have bigger dreams.,motivated
I have a big dream.,motivated
I think about big dreams.,motivated
I like my team.,motivated
Well played genius.,motivated
Your speeches always motivate me. ,motivated
Your beautiful remarks always motivate me.,motivated
Your comments always motivate me.,motivated
I am doing good.,motivated
Do not care about bad comments.,motivated
It is a golden phrase.,motivated
It is a golden response.,motivated
It is a golden advice.,motivated
Do not speak when you have no clues.,motivated
We have a special bond now.,motivated
We have special relation now.,motivated
We know each other very well now.,motivated
Practice makes a man perfect.,motivated
Do not be sad.,motivated
It is better to not play if you do not afford it.,motivated
You can find my profile on LinkedIn.,motivated
You can find my profile on Facebook. ,motivated
I apologies for any inconvenience caused today.,sad
Accept my sincere apologies.,sad
I am not happy.,sad
I am very unhappy.,sad
I cannot accept this.,sad
I am annoyed.,sad
I am sick.,sad
I did my assignment unbelievably wrong.,sad
I feel disappointment.,sad
I do it bad.,sad
I do my assignment terribly wrong.,sad
My grades are awful.,sad
I am crying over my marks.,sad
I am literally crying.,sad
It disappoints me.,sad
Ouch.,sad
Ow.,sad
That question hurts me.,sad
I am tense about test.,sad
I am hopeless to do it.,sad
I am sorry.,sad
I am ashamed to do it wrong.,sad
I am upset about my assignment.,sad
I feel uncomfortable.,sad
I feel panic.,sad
I am weak to solve it.,sad
That question disturbs me.,sad
I feel guilty.,sad
It hurts me.,sad
I am lonely to do that.,sad
I am not prepared for the test.,sad
"I know, I did bad, but I know more than that.",sad
I am unhappy about result.,sad
I did wrong.,sad
I am so much disparate.,sad
I am shattered.,sad
Shame on me.,sad
It is awkward.,sad
It is a possibility and probability of my failure.,sad
I am a bad reader.,sad
I am a bad writer.,sad
It bothers me.,sad
No kidding please.,sad
It is too bad and it does not work out in real life.,sad
I just burst into tears.,sad
I feel embarrassment.,sad
I am embarrassed.,sad
It is very inappropriate and disappointing.,sad
It is bad but true.,sad
I dropped out of the semester.,sad
It is hard to do.,sad
I am reluctant to do this.,sad
I cannot access it.,sad
I always fighting with myself.,sad
You break my heart.,sad
Lectures are bad.,sad
Lectures are incomplete.,sad
I have lengthy course.,sad
I missed my last question.,sad
I am definitely ill.,sad
I am not feeling good.,sad
I am crashed.,sad
I have not prepared MCQs.,sad
I feel depression especially in test.,sad
It is a bad chance.,sad
I have no chance.,sad
It is a very bad news.,sad
It is the bad example.,sad
It is totally bad.,sad
I have an incomplete scenario.,sad
Your question looks weird.,sad
I have failed before I have even started.,sad
My mission has been failed.,sad
I have failed the test.,sad
I have failed the exam.,sad
I have flunked the test.,sad
I have flunked the exam.,sad
I am not professional.,sad
I am unprofessional.,sad
My account has been blocked.,sad
I have deleted my account.,sad
I have bad day today.,sad
I have not done my work yet.,sad
"I apologize, I cannot.",sad
I wrote the wrong answer.,sad
I am not saved.,sad
It is unfair.,sad
It is totally not fair.,sad
This describes my weakness.,sad
I am poor in my studies.,sad
I am sad. ,sad
I have pain in my head.,sad
My head hurts so badly.,sad
I do it weird.,sad
I missed my lectures.,sad
I am so much disappointed about tests.,sad
I am extremely disappointed.,sad
I am upset about my research deadline.,sad
I am upset about my lengthy course.,sad
I am worry about lengthy syllabus.,sad
I cannot work in tense environment.,sad
I am missing my routine.,sad
I am not relatively better than normal.,sad
I have not done my homework.,sad
I have not solved my problems.,sad
It is a bitter reality that I am flunked.,sad
You have drawn a painful scenario.,sad
Some video lectures are missing.,sad
I cannot access you through my smartphone.,sad
I have done a serious mistake in my test.,sad
I forget the answer.,sad
I never feel good enough.,sad
I just remove it.,sad
Please remove it.,sad
I feel useless anxiety.,sad
I have always deep emotions.,sad
"I always fighting with my sadness, deep emotions and bad thoughts.",sad
I feel like I am getting cheated out of thing.,sad
I am not feeling normal.,sad
I am feeling pain.,sad
So pathetic.,sad
This is very negative and hopeless!,sad
I have many troubles.,sad
I am feeling guilty.,sad
I feel like horribly depressed!,sad
Abandon me alone.,sad
Kindly forgive me please.,sad
I have taken no rest.,sad
I have not taken rest.,sad
It is very tough.,sad
I cannot face the tough academic environment.,sad
I solved my problem wrongly.,sad
It is a stressful environment.,sad
My internet link is down. ,sad
My server link is down.,sad
My worksheet is incomplete.,sad
I should have adopted your tactics.,sad
My grades are low.,sad
I become fool sometimes.,sad
I have answered the most questions wrong.,sad
I have downloading problem. ,sad
I am broken down.,sad
I admit that I am ill.,sad
I have hard time nowadays.,sad
It is a huge mess.,sad
I have got a headache.,sad
I have learnt bad lessons.,sad
I have won nothing again!,sad
I have not solved the exercise.,sad
I am not feeling well.,sad
I am feeling uneasy.,sad
Alas!,sad
It’s all over.,sad
I have a huge problem.,sad
I am in bad situation.,sad
I forget my assignment.,sad
I forget my task.,sad
I have broken heart.,sad
This is really disturbing.,sad
I have poor analytical skills.,sad
I have lack of ability to understand the actual theme of question.,sad
I have poor memory.,sad
I always remain in negativities.,sad
I have poor concepts about it.,sad
It is an outdated material.,sad
Really pathetic.,sad
Your words seem a bit harsh to me.,sad
I have made a blunder!,sad
I am not good in theoretical subjects.,sad
I am not good in cramming.,sad
I have taken bad choices.,sad
I am in inferiority complex.,sad
I have poor guidance about subject.,sad
I have weak knowledge about it.,sad
I used wrong approach to answer the question.,sad
I feel bitter.,sad
It is a violent.,sad
I do not feel very well now.,sad
Google has block my account.,sad
My nose bleeds continuously.,sad
I left my book in the classroom.,sad
This bag is so heavy.,sad
My knees are so painful that I cannot walk.,sad
I feel lonely in life.,sad
My life is uneventful.,sad
I wish I could change the past because of the things I have done.,sad
I cry when I feel down or things do not go the right way.,sad
My chest was hurting since last night.,sad
I think I have a cold.,sad
This machine seems to be broken.,sad
It's a painful memory for me.,sad
I suddenly felt a sharp pain in my chest.,sad
You look sad today.,sad
"After a long vacation, I cannot get used to life.",sad
I got lost in the forest.,sad
This math test was more difficult than the last one.,sad
I'm sorry to have kept you waiting for so long.,sad
That sounds difficult and dangerous.,sad
I completely forgot.,sad
Most of the article are false.,sad
I had a bad attitude.,sad
I cannot move my arm now.,sad
My grandmother passed away last night.,sad
My grandfather is in the hospital.,sad
I am traveling alone.,sad
I have health issues.,sad
I have reservation about administration.,sad
I have strong reservation about you.,sad
I have reservation about admin.,sad
I have reservation about exam schedule.,sad
I have strong reservation about examiner.,sad
I have strong reservation about date sheet.,sad
I have strong reservation about marks.,sad
I am living in chaos.,sad
I live in crisis.,sad
"Nowadays, I am totally in critical state.",sad
I am encircled in bad circumstances.,sad
I am engulfed in bad state.,sad
I am living in poor state.,sad
I am not in a good state.,sad
I am poor to do it.,sad
I belong to poor family.,sad
I am a poor student.,sad
I am a bad student.,sad
I am not a good student.,sad
I am not a good human being.,sad
I am in an awkward position.,sad
I have lost money.,sad
I have lost my bag.,sad
I have lost my note book.,sad
I have lost my wallet.,sad
I have lost my papers.,sad
I have lost my laptop.,sad
I have lost my belongings.,sad
I have lost my pen.,sad
I have lost my mark sheet.,sad
I have lost my answer sheet.,sad
I have lost my everything.,sad
I have a mental disorder.,sad
I have a brain disorder.,sad
I am caught on cam.,sad
I am caught on CCTV camera.,sad
I am caught on webcam.,sad
I am caught cheating in test.,sad
I am caught cheating in exams.,sad
I have a porn obsession.,sad
I have a bad thoughts obsession.,sad
I am arrested by bad feelings.,sad
I am arrested by bad thoughts.,sad
I am arrested by bad emotions.,sad
I am arrested by bad obsessions.,sad
You always torture me during an test preparation.,sad
I am a cocaine addicted.,sad
I am a drug addicted student.,sad
I always use drugs in my room.,sad
I am use to chronic drugs.,sad
My parents are admitted in hospital.,sad
I have committed a crime.,sad
I meet with an accident today.,sad
I have PTSD.,sad
I cannot release from PTSD.,sad
I failed the interview.,sad
I have become fail.,sad
I have scored low marks in my interview,sad
I have strong reservation about your threats.,sad
You have given me no relief.,sad
You have provided me no relief.,sad
I am taking an anti-depressant.,sad
I live in poverty.,sad
My family is far away from me.,sad
I miss my family very much.,sad
My professional prospects are largely limited.,sad
I have strong concern about my professional prospects.,sad
I always suffer from anxiety.,sad
I always suffer from panic attacks.,sad
There are no words to explain how bad I feel at the moment.,sad
I have tried over and over again but found no outcomes.,sad
I have tried over and over again but discovered no outcomes.,sad
I have tried over and over again but failed.,sad
I have tried over and over again but found null.,sad
I have bad relationships.,sad
People do not trust upon me.,sad
You question always hurt me.,sad
I cannot keep myself away from problems and stress.,sad
I want to be alone forever.,sad
I have seen a lot of heat breaking stories.,sad
I have seen a lot of heart breaking people.,sad
I have met with a lot of heart breaking people.,sad
I have poor emotional senses.,sad
My emotional senses are not properly working.,sad
I have weak emotional senses.,sad
I have caught by negative feelings.,sad
I have caught by negative emotions.,sad
I have caught by negative obsession.,sad
I have caught by negative thoughts.,sad
I have caught by troubles.,sad
I have no spark.,sad
I am not good enough.,sad
I know I am a pain.,sad
I sum up wrongly.,sad
I am sad and lost,sad
It is not a first time I am sad.,sad
It is not a first time I become fail.,sad
I have faced a defeat.,sad
It is sadly true but I have to accept it.,sad
I am an emotional wreck.,sad
I am physically weak.,sad
I am physically poor.,sad
I have low spirit,sad
Uh.,surprise
No! ,surprise
"Oh, I See",surprise
Just wondering.,surprise
Oh my god.,surprise
"Oh, by the way.",surprise
"Oh no, not this again.",surprise
Boo!,surprise
Oh no!,surprise
What!,surprise
Huh.,surprise
I wonder.,surprise
Really!,surprise
Wonderful,surprise
Oops.,surprise
Sheesh.,surprise
I cannot believe this!,surprise
Amazing!,surprise
Wow!,surprise
Impressed!,surprise
I am amazed.,surprise
I am surprised.,surprise
It is a crazy work.,surprise
I am impressed over my job.,surprise
I am impressed over my result.,surprise
I am astonished.,surprise
I am astonished about my result.,surprise
I am astonished about my answers.,surprise
You alarmed me.,surprise
I am shocked.,surprise
I feel stunning.,surprise
Creativity stuns me.,surprise
I am speechless about my grades.,surprise
I am speechless about my marks.,surprise
I am speechless about my job.,surprise
I am speechless about me task.,surprise
I am speechless about me research.,surprise
It is an unfortunate result!,surprise
It is unfortunate grades!,surprise
It is unfortunate marks!,surprise
I feel unbelievable about my marks.,surprise
I feel unbelievable about my grades.,surprise
Oh.,surprise
Aha.,surprise
It is an odd question.,surprise
It is an unbelievable result.,surprise
What a test!,surprise
What a chance!,surprise
What a wrong answer!,surprise
What a mess!,surprise
Wow!,surprise
Surprising feedback!,surprise
Surprising comment!,surprise
Astonishing comment.,surprise
Astonishing feedback!,surprise
Surprised!!!,surprise
Surprise test!,surprise
Surprise result!,surprise
Big secret!,surprise
Do not get it all!,surprise
Its empty!,surprise
I just missed it!,surprise
It is an amazing surprise,surprise
It is an unexpected surprise.,surprise
It is an unexpected result!,surprise
It is an unexpected assignment!,surprise
It is unexpected grades!,surprise
It is an astonishing surprise!,surprise
It is a wonderful tutorial!,surprise
It is an amazing tutorial!,surprise
I am shocking surprised!,surprise
